family_code,pokedex_number,form_code,pokemon_name,pokemon_name_pl,evolution_tier,normal_stage,is_baby,evolves_from_pokedex_number,evolves_from_form_code,branch_order,notes
"regieleki",894,"NORMAL","Regieleki",,0,"BASIC",false,,,0,""
"regigigas",486,"NORMAL","Regigigas",,0,"BASIC",false,,,0,""
"regirock",377,"NORMAL","Regirock",,0,"BASIC",false,,,0,""
"registeel",379,"NORMAL","Registeel",,0,"BASIC",false,,,0,""
"relicanth",369,"NORMAL","Relicanth",,0,"BASIC",false,,,0,""
"rellor",953,"NORMAL","Rellor",,0,"BASIC",false,,,0,""
"rellor",954,"NORMAL","Rabsca",,1,"STAGE1",false,953,"NORMAL",0,""
"remoraid",223,"NORMAL","Remoraid",,0,"BASIC",false,,,0,""
"remoraid",224,"NORMAL","Octillery",,1,"STAGE1",false,223,"NORMAL",0,""
"reshiram",643,"NORMAL","Reshiram",,0,"BASIC",false,,,0,""
"rhyhorn",111,"NORMAL","Rhyhorn",,0,"BASIC",false,,,0,""
"rhyhorn",112,"NORMAL","Rhydon",,1,"STAGE1",false,111,"NORMAL",0,""
"rhyhorn",464,"NORMAL","Rhyperior",,2,"STAGE2",false,112,"NORMAL",0,""
"riolu",447,"NORMAL","Riolu",,0,"BASIC",true,,,0,""
"riolu",448,"NORMAL","Lucario",,1,"STAGE1",false,447,"NORMAL",0,""
"roaring-moon",1005,"NORMAL","Roaring Moon",,0,"BASIC",false,,,0,""
"rockruff",744,"NORMAL","Rockruff",,0,"BASIC",false,,,0,""
"rockruff",745,"NORMAL","Lycanroc",,1,"STAGE1",false,744,"NORMAL",0,""
"roggenrola",524,"NORMAL","Roggenrola",,0,"BASIC",false,,,0,""
"roggenrola",525,"NORMAL","Boldore",,1,"STAGE1",false,524,"NORMAL",0,""
"roggenrola",526,"NORMAL","Gigalith",,2,"STAGE2",false,525,"NORMAL",0,""
"rolycoly",837,"NORMAL","Rolycoly",,0,"BASIC",false,,,0,""
"rolycoly",838,"NORMAL","Carkol",,1,"STAGE1",false,837,"NORMAL",0,""
"rolycoly",839,"NORMAL","Coalossal",,2,"STAGE2",false,838,"NORMAL",0,""
"rookidee",821,"NORMAL","Rookidee",,0,"BASIC",false,,,0,""
"rookidee",822,"NORMAL","Corvisquire",,1,"STAGE1",false,821,"NORMAL",0,""
"rookidee",823,"NORMAL","Corviknight",,2,"STAGE2",false,822,"NORMAL",0,""
"rotom",479,"NORMAL","Rotom",,0,"BASIC",false,,,0,""
"rowlet",722,"NORMAL","Rowlet",,0,"BASIC",false,,,0,""
"rowlet",723,"NORMAL","Dartrix",,1,"STAGE1",false,722,"NORMAL",0,""
"rowlet",724,"NORMAL","Decidueye",,2,"STAGE2",false,723,"NORMAL",0,""
"rufflet",627,"NORMAL","Rufflet",,0,"BASIC",false,,,0,""
"rufflet",628,"NORMAL","Braviary",,1,"STAGE1",false,627,"NORMAL",0,""
"sableye",302,"NORMAL","Sableye",,0,"BASIC",false,,,0,""
"salandit",757,"NORMAL","Salandit",,0,"BASIC",false,,,0,""
"salandit",758,"NORMAL","Salazzle",,1,"STAGE1",false,757,"NORMAL",0,""
"sandile",551,"NORMAL","Sandile",,0,"BASIC",false,,,0,""
"sandile",552,"NORMAL","Krokorok",,1,"STAGE1",false,551,"NORMAL",0,""
"sandile",553,"NORMAL","Krookodile",,2,"STAGE2",false,552,"NORMAL",0,""
"sandshrew",27,"NORMAL","Sandshrew",,0,"BASIC",false,,,0,""
"sandshrew",28,"NORMAL","Sandslash",,1,"STAGE1",false,27,"NORMAL",0,""
"sandy-shocks",989,"NORMAL","Sandy Shocks",,0,"BASIC",false,,,0,""
"sandygast",769,"NORMAL","Sandygast",,0,"BASIC",false,,,0,""
"sandygast",770,"NORMAL","Palossand",,1,"STAGE1",false,769,"NORMAL",0,""
"sawk",539,"NORMAL","Sawk",,0,"BASIC",false,,,0,""
"scatterbug",664,"NORMAL","Scatterbug",,0,"BASIC",false,,,0,""
"scatterbug",665,"NORMAL","Spewpa",,1,"STAGE1",false,664,"NORMAL",0,""
"scatterbug",666,"NORMAL","Vivillon",,2,"STAGE2",false,665,"NORMAL",0,""
"scorbunny",813,"NORMAL","Scorbunny",,0,"BASIC",false,,,0,""
"scorbunny",814,"NORMAL","Raboot",,1,"STAGE1",false,813,"NORMAL",0,""
"scorbunny",815,"NORMAL","Cinderace",,2,"STAGE2",false,814,"NORMAL",0,""
"scraggy",559,"NORMAL","Scraggy",,0,"BASIC",false,,,0,""
"scraggy",560,"NORMAL","Scrafty",,1,"STAGE1",false,559,"NORMAL",0,""
"scream-tail",985,"NORMAL","Scream Tail",,0,"BASIC",false,,,0,""
"scyther",123,"NORMAL","Scyther",,0,"BASIC",false,,,0,""
"scyther",212,"NORMAL","Scizor",,1,"STAGE1",false,123,"NORMAL",0,""
"scyther",900,"NORMAL","Kleavor",,1,"STAGE1",false,123,"NORMAL",1,""
"seedot",273,"NORMAL","Seedot",,0,"BASIC",false,,,0,""
"seedot",274,"NORMAL","Nuzleaf",,1,"STAGE1",false,273,"NORMAL",0,""
"seedot",275,"NORMAL","Shiftry",,2,"STAGE2",false,274,"NORMAL",0,""
"seel",86,"NORMAL","Seel",,0,"BASIC",false,,,0,""
"seel",87,"NORMAL","Dewgong",,1,"STAGE1",false,86,"NORMAL",0,""
"sentret",161,"NORMAL","Sentret",,0,"BASIC",false,,,0,""
"sentret",162,"NORMAL","Furret",,1,"STAGE1",false,161,"NORMAL",0,""
"seviper",336,"NORMAL","Seviper",,0,"BASIC",false,,,0,""
"sewaddle",540,"NORMAL","Sewaddle",,0,"BASIC",false,,,0,""
"sewaddle",541,"NORMAL","Swadloon",,1,"STAGE1",false,540,"NORMAL",0,""
"sewaddle",542,"NORMAL","Leavanny",,2,"STAGE2",false,541,"NORMAL",0,""
"shaymin",492,"NORMAL","Shaymin",,0,"BASIC",false,,,0,""
"shellder",90,"NORMAL","Shellder",,0,"BASIC",false,,,0,""
"shellder",91,"NORMAL","Cloyster",,1,"STAGE1",false,90,"NORMAL",0,""
"shellos",422,"NORMAL","Shellos",,0,"BASIC",false,,,0,""
"shellos",423,"NORMAL","Gastrodon",,1,"STAGE1",false,422,"NORMAL",0,""
"shelmet",616,"NORMAL","Shelmet",,0,"BASIC",false,,,0,""
"shelmet",617,"NORMAL","Accelgor",,1,"STAGE1",false,616,"NORMAL",0,""
"shieldon",410,"NORMAL","Shieldon",,0,"BASIC",false,,,0,""
"shieldon",411,"NORMAL","Bastiodon",,1,"STAGE1",false,410,"NORMAL",0,""
"shinx",403,"NORMAL","Shinx",,0,"BASIC",false,,,0,""
"shinx",404,"NORMAL","Luxio",,1,"STAGE1",false,403,"NORMAL",0,""
"shinx",405,"NORMAL","Luxray",,2,"STAGE2",false,404,"NORMAL",0,""
"shroodle",944,"NORMAL","Shroodle",,0,"BASIC",false,,,0,""
"shroodle",945,"NORMAL","Grafaiai",,1,"STAGE1",false,944,"NORMAL",0,""
"shroomish",285,"NORMAL","Shroomish",,0,"BASIC",false,,,0,""
"shroomish",286,"NORMAL","Breloom",,1,"STAGE1",false,285,"NORMAL",0,""
"shuckle",213,"NORMAL","Shuckle",,0,"BASIC",false,,,0,""
"shuppet",353,"NORMAL","Shuppet",,0,"BASIC",false,,,0,""
"shuppet",354,"NORMAL","Banette",,1,"STAGE1",false,353,"NORMAL",0,""
"sigilyph",561,"NORMAL","Sigilyph",,0,"BASIC",false,,,0,""
"silicobra",843,"NORMAL","Silicobra",,0,"BASIC",false,,,0,""
"silicobra",844,"NORMAL","Sandaconda",,1,"STAGE1",false,843,"NORMAL",0,""
"sinistea",854,"NORMAL","Sinistea",,0,"BASIC",false,,,0,""
"sinistea",855,"NORMAL","Polteageist",,1,"STAGE1",false,854,"NORMAL",0,""
"sizzlipede",850,"NORMAL","Sizzlipede",,0,"BASIC",false,,,0,""
"sizzlipede",851,"NORMAL","Centiskorch",,1,"STAGE1",false,850,"NORMAL",0,""
"skarmory",227,"NORMAL","Skarmory",,0,"BASIC",false,,,0,""
"skiddo",672,"NORMAL","Skiddo",,0,"BASIC",false,,,0,""
"skiddo",673,"NORMAL","Gogoat",,1,"STAGE1",false,672,"NORMAL",0,""
"skitty",300,"NORMAL","Skitty",,0,"BASIC",false,,,0,""
"skitty",301,"NORMAL","Delcatty",,1,"STAGE1",false,300,"NORMAL",0,""
"skorupi",451,"NORMAL","Skorupi",,0,"BASIC",false,,,0,""
"skorupi",452,"NORMAL","Drapion",,1,"STAGE1",false,451,"NORMAL",0,""
"skrelp",690,"NORMAL","Skrelp",,0,"BASIC",false,,,0,""
"skrelp",691,"NORMAL","Dragalge",,1,"STAGE1",false,690,"NORMAL",0,""
"skwovet",819,"NORMAL","Skwovet",,0,"BASIC",false,,,0,""
"skwovet",820,"NORMAL","Greedent",,1,"STAGE1",false,819,"NORMAL",0,""
"slakoth",287,"NORMAL","Slakoth",,0,"BASIC",false,,,0,""
"slakoth",288,"NORMAL","Vigoroth",,1,"STAGE1",false,287,"NORMAL",0,""
"slakoth",289,"NORMAL","Slaking",,2,"STAGE2",false,288,"NORMAL",0,""
"slither-wing",988,"NORMAL","Slither Wing",,0,"BASIC",false,,,0,""
"slowpoke",79,"NORMAL","Slowpoke",,0,"BASIC",false,,,0,""
"slowpoke",80,"NORMAL","Slowbro",,1,"STAGE1",false,79,"NORMAL",0,""
"slowpoke",199,"NORMAL","Slowking",,1,"STAGE1",false,79,"NORMAL",1,""
"slugma",218,"NORMAL","Slugma",,0,"BASIC",false,,,0,""
"slugma",219,"NORMAL","Magcargo",,1,"STAGE1",false,218,"NORMAL",0,""
"smeargle",235,"NORMAL","Smeargle",,0,"BASIC",false,,,0,""
"smoliv",928,"NORMAL","Smoliv",,0,"BASIC",false,,,0,""
"smoliv",929,"NORMAL","Dolliv",,1,"STAGE1",false,928,"NORMAL",0,""
"smoliv",930,"NORMAL","Arboliva",,2,"STAGE2",false,929,"NORMAL",0,""
"smoochum",238,"NORMAL","Smoochum",,0,"BASIC",true,,,0,""
"smoochum",124,"NORMAL","Jynx",,1,"STAGE1",false,238,"NORMAL",0,""
"sneasel",215,"NORMAL","Sneasel",,0,"BASIC",false,,,0,""
"sneasel",461,"NORMAL","Weavile",,1,"STAGE1",false,215,"NORMAL",0,""
"sneasel",903,"NORMAL","Sneasler",,1,"STAGE1",false,215,"NORMAL",1,""
"snivy",495,"NORMAL","Snivy",,0,"BASIC",false,,,0,""
"snivy",496,"NORMAL","Servine",,1,"STAGE1",false,495,"NORMAL",0,""
"snivy",497,"NORMAL","Serperior",,2,"STAGE2",false,496,"NORMAL",0,""
"snom",872,"NORMAL","Snom",,0,"BASIC",false,,,0,""
"snom",873,"NORMAL","Frosmoth",,1,"STAGE1",false,872,"NORMAL",0,""
"snorunt",361,"NORMAL","Snorunt",,0,"BASIC",false,,,0,""
"snorunt",362,"NORMAL","Glalie",,1,"STAGE1",false,361,"NORMAL",0,""
"snorunt",478,"NORMAL","Froslass",,1,"STAGE1",false,361,"NORMAL",1,""
"snover",459,"NORMAL","Snover",,0,"BASIC",false,,,0,""
"snover",460,"NORMAL","Abomasnow",,1,"STAGE1",false,459,"NORMAL",0,""
"snubbull",209,"NORMAL","Snubbull",,0,"BASIC",false,,,0,""
"snubbull",210,"NORMAL","Granbull",,1,"STAGE1",false,209,"NORMAL",0,""
"sobble",816,"NORMAL","Sobble",,0,"BASIC",false,,,0,""
"sobble",817,"NORMAL","Drizzile",,1,"STAGE1",false,816,"NORMAL",0,""
"sobble",818,"NORMAL","Inteleon",,2,"STAGE2",false,817,"NORMAL",0,""
"solosis",577,"NORMAL","Solosis",,0,"BASIC",false,,,0,""
"solosis",578,"NORMAL","Duosion",,1,"STAGE1",false,577,"NORMAL",0,""
"solosis",579,"NORMAL","Reuniclus",,2,"STAGE2",false,578,"NORMAL",0,""
"solrock",338,"NORMAL","Solrock",,0,"BASIC",false,,,0,""
"spearow",21,"NORMAL","Spearow",,0,"BASIC",false,,,0,""
"spearow",22,"NORMAL","Fearow",,1,"STAGE1",false,21,"NORMAL",0,""
"spectrier",897,"NORMAL","Spectrier",,0,"BASIC",false,,,0,""
"spheal",363,"NORMAL","Spheal",,0,"BASIC",false,,,0,""
"spheal",364,"NORMAL","Sealeo",,1,"STAGE1",false,363,"NORMAL",0,""
"spheal",365,"NORMAL","Walrein",,2,"STAGE2",false,364,"NORMAL",0,""
"spinarak",167,"NORMAL","Spinarak",,0,"BASIC",false,,,0,""
"spinarak",168,"NORMAL","Ariados",,1,"STAGE1",false,167,"NORMAL",0,""
"spinda",327,"NORMAL","Spinda",,0,"BASIC",false,,,0,""
"spiritomb",442,"NORMAL","Spiritomb",,0,"BASIC",false,,,0,""
"spoink",325,"NORMAL","Spoink",,0,"BASIC",false,,,0,""
"spoink",326,"NORMAL","Grumpig",,1,"STAGE1",false,325,"NORMAL",0,""
"sprigatito",906,"NORMAL","Sprigatito",,0,"BASIC",false,,,0,""
"sprigatito",907,"NORMAL","Floragato",,1,"STAGE1",false,906,"NORMAL",0,""
"sprigatito",908,"NORMAL","Meowscarada",,2,"STAGE2",false,907,"NORMAL",0,""
"spritzee",682,"NORMAL","Spritzee",,0,"BASIC",false,,,0,""
"spritzee",683,"NORMAL","Aromatisse",,1,"STAGE1",false,682,"NORMAL",0,""
"squawkabilly",931,"NORMAL","Squawkabilly",,0,"BASIC",false,,,0,""
"squirtle",7,"NORMAL","Squirtle",,0,"BASIC",false,,,0,""
"squirtle",8,"NORMAL","Wartortle",,1,"STAGE1",false,7,"NORMAL",0,""
"squirtle",9,"NORMAL","Blastoise",,2,"STAGE2",false,8,"NORMAL",0,""
"stakataka",805,"NORMAL","Stakataka",,0,"BASIC",false,,,0,""
"stantler",234,"NORMAL","Stantler",,0,"BASIC",false,,,0,""
"stantler",899,"NORMAL","Wyrdeer",,1,"STAGE1",false,234,"NORMAL",0,""
"starly",396,"NORMAL","Starly",,0,"BASIC",false,,,0,""
"starly",397,"NORMAL","Staravia",,1,"STAGE1",false,396,"NORMAL",0,""
"starly",398,"NORMAL","Staraptor",,2,"STAGE2",false,397,"NORMAL",0,""
"staryu",120,"NORMAL","Staryu",,0,"BASIC",false,,,0,""
"staryu",121,"NORMAL","Starmie",,1,"STAGE1",false,120,"NORMAL",0,""
"stonjourner",874,"NORMAL","Stonjourner",,0,"BASIC",false,,,0,""
"stufful",759,"NORMAL","Stufful",,0,"BASIC",false,,,0,""
"stufful",760,"NORMAL","Bewear",,1,"STAGE1",false,759,"NORMAL",0,""
"stunfisk",618,"NORMAL","Stunfisk",,0,"BASIC",false,,,0,""
"stunky",434,"NORMAL","Stunky",,0,"BASIC",false,,,0,""
"stunky",435,"NORMAL","Skuntank",,1,"STAGE1",false,434,"NORMAL",0,""
"suicune",245,"NORMAL","Suicune",,0,"BASIC",false,,,0,""
"sunkern",191,"NORMAL","Sunkern",,0,"BASIC",false,,,0,""
"sunkern",192,"NORMAL","Sunflora",,1,"STAGE1",false,191,"NORMAL",0,""
"surskit",283,"NORMAL","Surskit",,0,"BASIC",false,,,0,""
"surskit",284,"NORMAL","Masquerain",,1,"STAGE1",false,283,"NORMAL",0,""
"swablu",333,"NORMAL","Swablu",,0,"BASIC",false,,,0,""
"swablu",334,"NORMAL","Altaria",,1,"STAGE1",false,333,"NORMAL",0,""
"swinub",220,"NORMAL","Swinub",,0,"BASIC",false,,,0,""
"swinub",221,"NORMAL","Piloswine",,1,"STAGE1",false,220,"NORMAL",0,""
"swinub",473,"NORMAL","Mamoswine",,2,"STAGE2",false,221,"NORMAL",0,""
"swirlix",684,"NORMAL","Swirlix",,0,"BASIC",false,,,0,""
"swirlix",685,"NORMAL","Slurpuff",,1,"STAGE1",false,684,"NORMAL",0,""
"tadbulb",938,"NORMAL","Tadbulb",,0,"BASIC",false,,,0,""
"tadbulb",939,"NORMAL","Bellibolt",,1,"STAGE1",false,938,"NORMAL",0,""
"taillow",276,"NORMAL","Taillow",,0,"BASIC",false,,,0,""
"taillow",277,"NORMAL","Swellow",,1,"STAGE1",false,276,"NORMAL",0,""
"tandemaus",924,"NORMAL","Tandemaus",,0,"BASIC",false,,,0,""
"tandemaus",925,"NORMAL","Maushold",,1,"STAGE1",false,924,"NORMAL",0,""
"tangela",114,"NORMAL","Tangela",,0,"BASIC",false,,,0,""
"tangela",465,"NORMAL","Tangrowth",,1,"STAGE1",false,114,"NORMAL",0,""
"tapu-bulu",787,"NORMAL","Tapu Bulu",,0,"BASIC",false,,,0,""
"tapu-fini",788,"NORMAL","Tapu Fini",,0,"BASIC",false,,,0,""
"tapu-koko",785,"NORMAL","Tapu Koko",,0,"BASIC",false,,,0,""
"tapu-lele",786,"NORMAL","Tapu Lele",,0,"BASIC",false,,,0,""
"tarountula",917,"NORMAL","Tarountula",,0,"BASIC",false,,,0,""
"tarountula",918,"NORMAL","Spidops",,1,"STAGE1",false,917,"NORMAL",0,""
"tatsugiri",978,"NORMAL","Tatsugiri",,0,"BASIC",false,,,0,""
"tauros",128,"NORMAL","Tauros",,0,"BASIC",false,,,0,""
"teddiursa",216,"NORMAL","Teddiursa",,0,"BASIC",false,,,0,""
"teddiursa",217,"NORMAL","Ursaring",,1,"STAGE1",false,216,"NORMAL",0,""
"teddiursa",901,"NORMAL","Ursaluna",,2,"STAGE2",false,217,"NORMAL",0,""
"tentacool",72,"NORMAL","Tentacool",,0,"BASIC",false,,,0,""
"tentacool",73,"NORMAL","Tentacruel",,1,"STAGE1",false,72,"NORMAL",0,""
"tepig",498,"NORMAL","Tepig",,0,"BASIC",false,,,0,""
"tepig",499,"NORMAL","Pignite",,1,"STAGE1",false,498,"NORMAL",0,""
"tepig",500,"NORMAL","Emboar",,2,"STAGE2",false,499,"NORMAL",0,""
"terapagos",1024,"NORMAL","Terapagos",,0,"BASIC",false,,,0,""
"terrakion",639,"NORMAL","Terrakion",,0,"BASIC",false,,,0,""
"throh",538,"NORMAL","Throh",,0,"BASIC",false,,,0,""
"thundurus",642,"NORMAL","Thundurus",,0,"BASIC",false,,,0,""
"timburr",532,"NORMAL","Timburr",,0,"BASIC",false,,,0,""
"timburr",533,"NORMAL","Gurdurr",,1,"STAGE1",false,532,"NORMAL",0,""
"timburr",534,"NORMAL","Conkeldurr",,2,"STAGE2",false,533,"NORMAL",0,""
"ting-lu",1003,"NORMAL","Ting-Lu",,0,"BASIC",false,,,0,""
"tinkatink",957,"NORMAL","Tinkatink",,0,"BASIC",false,,,0,""
"tinkatink",958,"NORMAL","Tinkatuff",,1,"STAGE1",false,957,"NORMAL",0,""
"tinkatink",959,"NORMAL","Tinkaton",,2,"STAGE2",false,958,"NORMAL",0,""
"tirtouga",564,"NORMAL","Tirtouga",,0,"BASIC",false,,,0,""
"tirtouga",565,"NORMAL","Carracosta",,1,"STAGE1",false,564,"NORMAL",0,""
"toedscool",948,"NORMAL","Toedscool",,0,"BASIC",false,,,0,""
"toedscool",949,"NORMAL","Toedscruel",,1,"STAGE1",false,948,"NORMAL",0,""
"togedemaru",777,"NORMAL","Togedemaru",,0,"BASIC",false,,,0,""
"togepi",175,"NORMAL","Togepi",,0,"BASIC",true,,,0,""
"togepi",176,"NORMAL","Togetic",,1,"STAGE1",false,175,"NORMAL",0,""
"togepi",468,"NORMAL","Togekiss",,2,"STAGE2",false,176,"NORMAL",0,""
"torchic",255,"NORMAL","Torchic",,0,"BASIC",false,,,0,""
"torchic",256,"NORMAL","Combusken",,1,"STAGE1",false,255,"NORMAL",0,""
"torchic",257,"NORMAL","Blaziken",,2,"STAGE2",false,256,"NORMAL",0,""
"torkoal",324,"NORMAL","Torkoal",,0,"BASIC",false,,,0,""
"tornadus",641,"NORMAL","Tornadus",,0,"BASIC",false,,,0,""
"totodile",158,"NORMAL","Totodile",,0,"BASIC",false,,,0,""
"totodile",159,"NORMAL","Croconaw",,1,"STAGE1",false,158,"NORMAL",0,""
"totodile",160,"NORMAL","Feraligatr",,2,"STAGE2",false,159,"NORMAL",0,""
"toxel",848,"NORMAL","Toxel",,0,"BASIC",true,,,0,""
"toxel",849,"NORMAL","Toxtricity",,1,"STAGE1",false,848,"NORMAL",0,""
"trapinch",328,"NORMAL","Trapinch",,0,"BASIC",false,,,0,""
"trapinch",329,"NORMAL","Vibrava",,1,"STAGE1",false,328,"NORMAL",0,""
"trapinch",330,"NORMAL","Flygon",,2,"STAGE2",false,329,"NORMAL",0,""
"treecko",252,"NORMAL","Treecko",,0,"BASIC",false,,,0,""
"treecko",253,"NORMAL","Grovyle",,1,"STAGE1",false,252,"NORMAL",0,""
"treecko",254,"NORMAL","Sceptile",,2,"STAGE2",false,253,"NORMAL",0,""
"tropius",357,"NORMAL","Tropius",,0,"BASIC",false,,,0,""
"trubbish",568,"NORMAL","Trubbish",,0,"BASIC",false,,,0,""
"trubbish",569,"NORMAL","Garbodor",,1,"STAGE1",false,568,"NORMAL",0,""
"turtonator",776,"NORMAL","Turtonator",,0,"BASIC",false,,,0,""
"turtwig",387,"NORMAL","Turtwig",,0,"BASIC",false,,,0,""
"turtwig",388,"NORMAL","Grotle",,1,"STAGE1",false,387,"NORMAL",0,""
"turtwig",389,"NORMAL","Torterra",,2,"STAGE2",false,388,"NORMAL",0,""
"tympole",535,"NORMAL","Tympole",,0,"BASIC",false,,,0,""
"tympole",536,"NORMAL","Palpitoad",,1,"STAGE1",false,535,"NORMAL",0,""
"tympole",537,"NORMAL","Seismitoad",,2,"STAGE2",false,536,"NORMAL",0,""
"tynamo",602,"NORMAL","Tynamo",,0,"BASIC",false,,,0,""
"tynamo",603,"NORMAL","Eelektrik",,1,"STAGE1",false,602,"NORMAL",0,""
"tynamo",604,"NORMAL","Eelektross",,2,"STAGE2",false,603,"NORMAL",0,""
"type-null",772,"NORMAL","Type: Null",,0,"BASIC",false,,,0,""
"type-null",773,"NORMAL","Silvally",,1,"STAGE1",false,772,"NORMAL",0,""
"tyrogue",236,"NORMAL","Tyrogue",,0,"BASIC",true,,,0,""
"tyrogue",106,"NORMAL","Hitmonlee",,1,"STAGE1",false,236,"NORMAL",0,""
"tyrogue",107,"NORMAL","Hitmonchan",,1,"STAGE1",false,236,"NORMAL",1,""
"tyrogue",237,"NORMAL","Hitmontop",,1,"STAGE1",false,236,"NORMAL",2,""
"tyrunt",696,"NORMAL","Tyrunt",,0,"BASIC",false,,,0,""
"tyrunt",697,"NORMAL","Tyrantrum",,1,"STAGE1",false,696,"NORMAL",0,""
"unown",201,"NORMAL","Unown",,0,"BASIC",false,,,0,""
"uxie",480,"NORMAL","Uxie",,0,"BASIC",false,,,0,""
"vanillite",582,"NORMAL","Vanillite",,0,"BASIC",false,,,0,""
"vanillite",583,"NORMAL","Vanillish",,1,"STAGE1",false,582,"NORMAL",0,""
"vanillite",584,"NORMAL","Vanilluxe",,2,"STAGE2",false,583,"NORMAL",0,""
"varoom",965,"NORMAL","Varoom",,0,"BASIC",false,,,0,""
"varoom",966,"NORMAL","Revavroom",,1,"STAGE1",false,965,"NORMAL",0,""
"veluza",976,"NORMAL","Veluza",,0,"BASIC",false,,,0,""
"venipede",543,"NORMAL","Venipede",,0,"BASIC",false,,,0,""
"venipede",544,"NORMAL","Whirlipede",,1,"STAGE1",false,543,"NORMAL",0,""
"venipede",545,"NORMAL","Scolipede",,2,"STAGE2",false,544,"NORMAL",0,""
"venonat",48,"NORMAL","Venonat",,0,"BASIC",false,,,0,""
"venonat",49,"NORMAL","Venomoth",,1,"STAGE1",false,48,"NORMAL",0,""
"victini",494,"NORMAL","Victini",,0,"BASIC",false,,,0,""
"virizion",640,"NORMAL","Virizion",,0,"BASIC",false,,,0,""
"volbeat",313,"NORMAL","Volbeat",,0,"BASIC",false,,,0,""
"volcanion",721,"NORMAL","Volcanion",,0,"BASIC",false,,,0,""
"voltorb",100,"NORMAL","Voltorb",,0,"BASIC",false,,,0,""
"voltorb",101,"NORMAL","Electrode",,1,"STAGE1",false,100,"NORMAL",0,""
"vullaby",629,"NORMAL","Vullaby",,0,"BASIC",false,,,0,""
"vullaby",630,"NORMAL","Mandibuzz",,1,"STAGE1",false,629,"NORMAL",0,""
"vulpix",37,"NORMAL","Vulpix",,0,"BASIC",false,,,0,""
"vulpix",38,"NORMAL","Ninetales",,1,"STAGE1",false,37,"NORMAL",0,""
"wailmer",320,"NORMAL","Wailmer",,0,"BASIC",false,,,0,""
"wailmer",321,"NORMAL","Wailord",,1,"STAGE1",false,320,"NORMAL",0,""
"walking-wake",1009,"NORMAL","Walking Wake",,0,"BASIC",false,,,0,""
"wattrel",940,"NORMAL","Wattrel",,0,"BASIC",false,,,0,""
"wattrel",941,"NORMAL","Kilowattrel",,1,"STAGE1",false,940,"NORMAL",0,""
"weedle",13,"NORMAL","Weedle",,0,"BASIC",false,,,0,""
"weedle",14,"NORMAL","Kakuna",,1,"STAGE1",false,13,"NORMAL",0,""
"weedle",15,"NORMAL","Beedrill",,2,"STAGE2",false,14,"NORMAL",0,""
"whismur",293,"NORMAL","Whismur",,0,"BASIC",false,,,0,""
"whismur",294,"NORMAL","Loudred",,1,"STAGE1",false,293,"NORMAL",0,""
"whismur",295,"NORMAL","Exploud",,2,"STAGE2",false,294,"NORMAL",0,""
"wiglett",960,"NORMAL","Wiglett",,0,"BASIC",false,,,0,""
"wiglett",961,"NORMAL","Wugtrio",,1,"STAGE1",false,960,"NORMAL",0,""
"wimpod",767,"NORMAL","Wimpod",,0,"BASIC",false,,,0,""
"wimpod",768,"NORMAL","Golisopod",,1,"STAGE1",false,767,"NORMAL",0,""
"wingull",278,"NORMAL","Wingull",,0,"BASIC",false,,,0,""
"wingull",279,"NORMAL","Pelipper",,1,"STAGE1",false,278,"NORMAL",0,""
"wishiwashi",746,"NORMAL","Wishiwashi",,0,"BASIC",false,,,0,""
"wo-chien",1001,"NORMAL","Wo-Chien",,0,"BASIC",false,,,0,""
"woobat",527,"NORMAL","Woobat",,0,"BASIC",false,,,0,""
"woobat",528,"NORMAL","Swoobat",,1,"STAGE1",false,527,"NORMAL",0,""
"wooloo",831,"NORMAL","Wooloo",,0,"BASIC",false,,,0,""
"wooloo",832,"NORMAL","Dubwool",,1,"STAGE1",false,831,"NORMAL",0,""
"wooper",194,"NORMAL","Wooper",,0,"BASIC",false,,,0,""
"wooper",195,"NORMAL","Quagsire",,1,"STAGE1",false,194,"NORMAL",0,""
"wooper",980,"NORMAL","Clodsire",,1,"STAGE1",false,194,"NORMAL",1,""
"wurmple",265,"NORMAL","Wurmple",,0,"BASIC",false,,,0,""
"wurmple",266,"NORMAL","Silcoon",,1,"STAGE1",false,265,"NORMAL",0,""
"wurmple",268,"NORMAL","Cascoon",,1,"STAGE1",false,265,"NORMAL",1,""
"wurmple",267,"NORMAL","Beautifly",,2,"STAGE2",false,266,"NORMAL",0,""
"wurmple",269,"NORMAL","Dustox",,2,"STAGE2",false,268,"NORMAL",0,""
"wynaut",360,"NORMAL","Wynaut",,0,"BASIC",true,,,0,""
"wynaut",202,"NORMAL","Wobbuffet",,1,"STAGE1",false,360,"NORMAL",0,""
"xerneas",716,"NORMAL","Xerneas",,0,"BASIC",false,,,0,""
"xurkitree",796,"NORMAL","Xurkitree",,0,"BASIC",false,,,0,""
"yamask",562,"NORMAL","Yamask",,0,"BASIC",false,,,0,""
"yamask",563,"NORMAL","Cofagrigus",,1,"STAGE1",false,562,"NORMAL",0,""
"yamask",867,"NORMAL","Runerigus",,1,"STAGE1",false,562,"NORMAL",1,""
"yamper",835,"NORMAL","Yamper",,0,"BASIC",false,,,0,""
"yamper",836,"NORMAL","Boltund",,1,"STAGE1",false,835,"NORMAL",0,""
"yanma",193,"NORMAL","Yanma",,0,"BASIC",false,,,0,""
"yanma",469,"NORMAL","Yanmega",,1,"STAGE1",false,193,"NORMAL",0,""
